SMILES	pKi
CN1C(=N)N[C@@]2(c3cc(Oc4ncccn4)ccc3F)CO[C@@H](C3CC3)C[C@H]2C1=O	7.284
CN1C(=N)N[C@@]2(c3cc(Oc4ncncc4F)ccc3F)CO[C@@H](C3CC3)CC2C1=O	7.8861
CN1C(=N)N[C@@]2(c3ccc(F)cc3F)CO[C@@H](C(F)F)C[C@H]2C1=O	6.5058
CN1C(=N)N[C@@]2(c3ccc(F)cc3F)CO[C@@H](C3CC3)C[C@H]2C1=O	7.0044
CN1C(=N)N[C@](C)(c2cc(-c3cc(-c4ccccc4)on3)ccc2F)CS1(=O)=O	6.2639
CN1C(=N)N[C@](C)(c2cc(-c3cc(F)cc(-c4cnco4)c3)cs2)CS1(=O)=O	7.0915
CN1C(=N)N[C@](C)(c2cc(-c3cc(F)cc(-c4nnco4)c3)ccc2F)CS1(=O)=O	6.061
CN1C(=N)N[C@](C)(c2cc(-c3cc(F)cc(-c4nnco4)c3)cs2)CS1(=O)=O	8.0555
CN1C(=N)N[C@](C)(c2cc(-c3ccc(-c4nnco4)[nH]3)ccc2F)CS1(=O)=O	7.3468
CN1C(=N)N[C@](C)(c2cc(-c3ccc(F)c(C#N)c3)cs2)CS1(=O)=O	7.3372
CN1C(=N)N[C@](C)(c2cc(-c3cccc(-c4nnco4)c3)cs2)CS1(=O)=O	7.7167
CN1C(=N)N[C@](C)(c2cc(-c3cccc(C#N)c3)cs2)CS1(=O)=O	7.5918
CN1C(=N)N[C@](C)(c2cc(-c3cncc(-c4cnco4)c3)cs2)CS1(=O)=O	7.066
CN1C(=N)N[C@](C)(c2cc(-c3nnc(-c4ccc(Cl)cc4)o3)ccc2F)CS1(=O)=O	5.5864
CN1C(=N)N[C@](C)(c2cc(-c3nnc(-c4ccccc4)o3)ccc2F)CS1(=O)=O	5.0058
CN1C(=N)N[C@](C)(c2cc(-c3nnc(-c4ccon4)o3)ccc2F)CS1(=O)=O	5.3063
CN1C(=N)N[C@](C)(c2cc(-c3nnc(-c4cnco4)o3)ccc2F)CS1(=O)=O	5.9048
CN1C(=N)N[C@](C)(c2cc(-c3nnc(-c4cncs4)o3)ccc2F)CS1(=O)=O	5.0034
CN1C(=N)N[C@](C)(c2cc(-c3nnc(-c4cocn4)o3)ccc2F)CS1(=O)=O	5.1222
CN1C(=N)N[C@](C)(c2cc(-c3nnc(-c4cscn4)o3)ccc2F)CS1(=O)=O	5.0656
CN1C(=N)N[C@](C)(c2cc(-c3nnc(-c4ncco4)o3)ccc2F)CS1(=O)=O	5.4661
CN1C(=N)N[C@](C)(c2cc(-c3nnc(-c4nccs4)o3)ccc2F)CS1(=O)=O	5.3977
CN1C(=N)N[C@](C)(c2cc(-c3nnc(C4Cc5ccccc5C4)o3)ccc2F)CS1(=O)=O	5.1138
CN1C(=N)N[C@](C)(c2cc(NC(=N)c3ccc(Br)cn3)ccc2F)CS1(=O)=O	6.4306
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C2(CC2)S1(=O)=O	8.5229
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(C(F)(F)F)cn3)ccc2F)C2(CC2)S1(=O)=O	8.0969
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(C(F)(F)F)cn3)ccc2F)CS1(=O)=O	8.8993
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)C2(CC2)S1(=O)=O	8.301
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CS1(=O)=O	9.0227
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)C2(CC2)S1(=O)=O	7.7959
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)C2(CCN(C(=O)C3CC3)C2)S1(=O)=O	8.699
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)C2(CCN(C(=O)CC3CC3)C2)S1(=O)=O	8.5686
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)C2(CCN(Cc3ccccc3)C2)S1(=O)=O	8.4685
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)C2(CCN(S(C)(=O)=O)C2)S1(=O)=O	8.301
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)C2(CCNC2)S1(=O)=O	7.71
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CS1(=O)=O	8.5339
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@@]2(CCN(CC3CC3)C2)S1(=O)=O	7.2366
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@@]2(CCN(CC3CCOC3)C2)S1(=O)=O	6.9245
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@@]2(CCN(CCC(F)(F)F)C2)S1(=O)=O	7.6576
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@@]2(CCN(Cc3ccccn3)C2)S1(=O)=O	7.4815
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@@]2(CCN(Cc3cccnc3)C2)S1(=O)=O	7.2676
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@@]2(CCN(Cc3ccncc3)C2)S1(=O)=O	7.0757
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@@]2(CCN(Cc3cncnc3)C2)S1(=O)=O	7.1549
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@@]2(CCN(Cc3cnco3)C2)S1(=O)=O	7.2676
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@@]2(CCN(Cc3cnn(C)c3)C2)S1(=O)=O	6.821
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@@]2(CCN(Cc3cocn3)C2)S1(=O)=O	7.4815
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@@]2(CCN(Cc3cscn3)C2)S1(=O)=O	7.4949
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@@]2(CCN(S(=O)(=O)C3CC3)C2)S1(=O)=O	7.3872
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@@]2(CCN(S(=O)(=O)C3CCCC3)C2)S1(=O)=O	7.3872
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@@]2(CCN(S(=O)(=O)CC3CCCO3)C2)S1(=O)=O	7.3768
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@@]2(CCN(S(=O)(=O)Cc3cccnc3)C2)S1(=O)=O	7.5528
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@@]2(CCN(S(=O)(=O)c3ccc(F)cc3)C2)S1(=O)=O	7.6021
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@@]2(CCN(S(=O)(=O)c3ccccc3)C2)S1(=O)=O	7.7959
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@@]2(CCN(S(=O)(=O)c3cn(C)cn3)C2)S1(=O)=O	7.4318
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@@]2(CCN(S(=O)(=O)c3cn[nH]c3)C2)S1(=O)=O	7.8239
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@@]2(CCN(S(C)(=O)=O)C2)S1(=O)=O	7.4685
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@]2(CCN(CC3CC3)C2)S1(=O)=O	8.699
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@]2(CCN(CC3CCOC3)C2)S1(=O)=O	9
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@]2(CCN(CCC(F)(F)F)C2)S1(=O)=O	9
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@]2(CCN(Cc3ccccn3)C2)S1(=O)=O	8.5229
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@]2(CCN(Cc3cccnc3)C2)S1(=O)=O	8.699
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@]2(CCN(Cc3ccncc3)C2)S1(=O)=O	8.0969
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@]2(CCN(Cc3cncnc3)C2)S1(=O)=O	8.3979
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@]2(CCN(Cc3cnco3)C2)S1(=O)=O	8.3979
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@]2(CCN(Cc3cnn(C)c3)C2)S1(=O)=O	8.3979
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@]2(CCN(Cc3cocn3)C2)S1(=O)=O	8.699
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@]2(CCN(Cc3cscn3)C2)S1(=O)=O	8.5229
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@]2(CCN(S(=O)(=O)C3CC3)C2)S1(=O)=O	9
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@]2(CCN(S(=O)(=O)C3CCCC3)C2)S1(=O)=O	8.699
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@]2(CCN(S(=O)(=O)CC(F)(F)F)C2)S1(=O)=O	8.699
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@]2(CCN(S(=O)(=O)CC3CCCO3)C2)S1(=O)=O	8.3979
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@]2(CCN(S(=O)(=O)Cc3cccnc3)C2)S1(=O)=O	8.699
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@]2(CCN(S(=O)(=O)c3ccc(F)cc3)C2)S1(=O)=O	8.5229
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@]2(CCN(S(=O)(=O)c3ccccc3)C2)S1(=O)=O	8.699
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@]2(CCN(S(=O)(=O)c3cn(C)cn3)C2)S1(=O)=O	8.0969
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@]2(CCN(S(=O)(=O)c3cn[nH]c3)C2)S1(=O)=O	8.301
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@]2(CCN(S(C)(=O)=O)C2)S1(=O)=O	8.3979
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(OC(F)F)cn3)ccc2F)C2(CC2)S1(=O)=O	8.0969
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccn(C(F)F)n3)ccc2F)C2(CC2)S1(=O)=O	8.301
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3cn(C)nc3C(F)(F)F)ccc2F)C2(CC2)S1(=O)=O	5.3061
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3cn4ccc(C#N)cc4n3)ccc2F)C2(CC2)S1(=O)=O	5.2596
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3cn4ccsc4n3)ccc2F)C2(CC2)S1(=O)=O	6.6345
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3cnc(C(F)(F)F)cn3)ccc2F)C2(CC2)S1(=O)=O	7.2366
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3cnc(OCC(F)(F)F)cn3)ccc2F)C2(CC2)S1(=O)=O	8.2218
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3cnc(OCCF)cn3)ccc2F)C2(CC2)S1(=O)=O	7.3768
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3cnsn3)ccc2F)C2(CC2)S1(=O)=O	7.6021
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ncc(C(F)(F)F)cn3)ccc2F)C2(CC2)S1(=O)=O	7.3279
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ncc(Cl)cc3F)ccc2F)C2(CC2)S1(=O)=O	8.2218
CN1C(=N)N[C@](C)(c2cc(NC(=S)C(F)F)cc(F)c2F)CS1(=O)=O	7.0223
CN1C(=N)N[C@](C)(c2cc(NC(=S)C(F)F)ccc2F)CS1(=O)=O	7.0809
CN1C(=N)N[C@](C)(c2cc(NC(=S)c3ccc(C(F)(F)F)cn3)cc(F)c2F)CS1(=O)=O	7.5229
CN1C(=N)N[C@](C)(c2cc(NC(=S)c3ccc(C(F)(F)F)cn3)ccc2F)CS1(=O)=O	7.7447
CN1C(=N)N[C@](C)(c2cc(NC(=S)c3ccc(Cl)cn3)cc(F)c2F)CS1(=O)=O	8.0458
CN1C(=N)N[C@](C)(c2cc(NC(=S)c3ccc(Cl)cn3)ccc2F)CS1(=O)=O	8.041
CN1C(=N)N[C@](C)(c2cc(NC(=S)c3ccc(F)cn3)cc(F)c2F)CS1(=O)=O	7.7696
CN1C(=N)N[C@](C)(c2cc(NC(=S)c3ccc(F)cn3)ccc2F)CS1(=O)=O	7.6021
CN1C(=N)N[C@](C)(c2cc(N[C@@H]3CCc4ncc(C(F)(F)F)cc43)ccc2F)CS1(=O)=O	7.2418
CN1C(=N)N[C@](C)(c2cc(N[C@@H]3CCc4ncc(Cl)cc43)ccc2F)CS1(=O)=O	7.3851
CN1C(=N)N[C@](C)(c2cc(N[C@H]3CCCc4cc(Br)cnc43)ccc2F)CS1(=O)=O	6.8928
CN1C(=N)N[C@](C)(c2cc(N[C@H]3CCc4cc(Cl)ccc43)ccc2F)CS1(=O)=O	7.9914
CN1C(=N)N[C@](C)(c2cc(Nc3cccc4c3OC(F)(F)O4)ccc2F)CS1(=O)=O	7.3768
CN1C(=N)N[C@](C)(c2cc(Nc3nccc4cc(Br)cnc34)ccc2F)CS1(=O)=O	8.8239
CN1C(=N)N[C@](C)(c2cc(Nc3nccc4cc(Cl)cnc34)ccc2F)CS1(=O)=O	8.9208
CN1C(=N)N[C@](C)(c2cc(Nc3nccc4cc(F)cnc34)ccc2F)CS1(=O)=O	8.6778
CN1C(=N)N[C@](C)(c2cc(Nc3nccc4nc(C(F)F)cnc34)ccc2F)CS1(=O)=O	8.284
CN1C(=N)N[C@](C)(c2cc(Nc3ncnc4cc(Br)cnc34)ccc2F)CS1(=O)=O	8.5528
CN1C(=N)N[C@](C)(c2cccc(Nc3cccc4c3OC(F)(F)O4)n2)CS1(=O)=O	5.3284
CN1C(=N)N[C@](C)(c2cccc(Nc3ccccc3C#N)n2)CS1(=O)=O	6.289
CN1C(=N)N[C@](C)(c2cccc(Nc3ncccc3C#N)n2)CS1(=O)=O	6.2941
CN1C(=N)N[C@](C)(c2ncc(-c3cccc(-c4ncco4)c3)s2)CS1(=O)=O	7.3605
CN1C(=N)N[C@](C)(c2ncc(-c3cccc(-c4nnco4)c3)s2)CS1(=O)=O	7.8601
CN1C(=N)N[C@](C)(c2sc(-c3[nH]cnc3-c3ccccc3)cc2Cl)CS1(=O)=O	5.0441
CN1C(=N)N[C@](C)(c2sc(-c3cc(-c4ccccc4)no3)cc2Cl)CS1(=O)=O	6.0255
CN1C(=N)N[C@](C)(c2sc(-c3cc(-c4ccccc4)on3)cc2Cl)CS1(=O)=O	5.9314
CN1C(=N)N[C@](C)(c2sc(-c3cc(-c4nnco4)ccc3F)cc2Cl)CS1(=O)=O	8.7696
CN1C(=N)N[C@](C)(c2sc(-c3cc(-c4nnco4)ccc3F)cc2F)CS1(=O)=O	8.9586
CN1C(=N)N[C@](C)(c2sc(-c3cc(-c4nnco4)ncc3F)cc2Cl)CS1(=O)=O	7.1656
CN1C(=N)N[C@](C)(c2sc(-c3cc(-c4nnco4)ncc3F)cc2F)CS1(=O)=O	6.9706
CN1C(=N)N[C@](C)(c2sc(-c3cc(F)cc(-c4cnco4)c3)cc2Cl)CS1(=O)=O	7.9431
CN1C(=N)N[C@](C)(c2sc(-c3cc(F)cc(-c4cnco4)c3)cc2F)CS1(=O)=O	7.9031
CN1C(=N)N[C@](C)(c2sc(-c3cc(F)cc(-c4nnco4)c3)cc2Cl)CS1(=O)=O	9.301
CN1C(=N)N[C@](C)(c2sc(-c3cc(F)cc(-c4nnco4)c3)cc2F)CS1(=O)=O	8.9208
CN1C(=N)N[C@](C)(c2sc(-c3ccc(-c4ccccc4)[nH]3)cc2Cl)CS1(=O)=O	8.6778
CN1C(=N)N[C@](C)(c2sc(-c3ccc(-c4ccccn4)cc3)cc2Cl)CS1(=O)=O	5.4535
CN1C(=N)N[C@](C)(c2sc(-c3ccc(-c4cccnc4)cc3)cc2Cl)CS1(=O)=O	5.6772
CN1C(=N)N[C@](C)(c2sc(-c3ccc(-c4ncco4)cc3)cc2Cl)CS1(=O)=O	5.3736
CN1C(=N)N[C@](C)(c2sc(-c3ccc(-c4nccs4)cc3)cc2Cl)CS1(=O)=O	6.0825
CN1C(=N)N[C@](C)(c2sc(-c3ccc(-c4nnc(C5CC5)o4)[nH]3)cc2Cl)CS1(=O)=O	7.0605
CN1C(=N)N[C@](C)(c2sc(-c3ccc(-c4nnco4)[nH]3)cc2Cl)CS1(=O)=O	8.5528
CN1C(=N)N[C@](C)(c2sc(-c3ccc(-n4ccnn4)cc3)cc2Cl)CS1(=O)=O	5.7959
CN1C(=N)N[C@](C)(c2sc(-c3ccc(-n4nccn4)cc3)cc2Cl)CS1(=O)=O	5.6449
CN1C(=N)N[C@](C)(c2sc(-c3ccc(C4=NCCO4)[nH]3)cc2Cl)CS1(=O)=O	6.5686
CN1C(=N)N[C@](C)(c2sc(-c3ccc(F)c(-c4nnco4)c3)cc2Cl)CS1(=O)=O	8.2596
CN1C(=N)N[C@](C)(c2sc(-c3ccc(F)c(-c4nnco4)c3)cc2F)CS1(=O)=O	8.1739
CN1C(=N)N[C@](C)(c2sc(-c3ccc(N4CCOCC4)nc3)cc2Cl)CS1(=O)=O	5.2289
CN1C(=N)N[C@](C)(c2sc(-c3cccc(-c4cc[nH]n4)c3)cc2F)CS1(=O)=O	7.9706
CN1C(=N)N[C@](C)(c2sc(-c3cccc(-c4ccccc4)c3)cc2Cl)CS1(=O)=O	6.7932
CN1C(=N)N[C@](C)(c2sc(-c3cccc(-c4ccno4)c3)cc2Cl)CS1(=O)=O	8.1871
CN1C(=N)N[C@](C)(c2sc(-c3cccc(-c4ccno4)c3)cc2F)CS1(=O)=O	8.1612
CN1C(=N)N[C@](C)(c2sc(-c3cccc(-c4cnco4)c3)cc2Cl)CS1(=O)=O	8.7696
CN1C(=N)N[C@](C)(c2sc(-c3cccc(-c4cnco4)c3)cc2F)CS1(=O)=O	8.4815
CN1C(=N)N[C@](C)(c2sc(-c3cccc(-c4nc(C5CC5)no4)c3)cc2Cl)CS1(=O)=O	6.3778
CN1C(=N)N[C@](C)(c2sc(-c3cccc(-c4nc(C5CC5)no4)c3)cc2F)CS1(=O)=O	6.2055
CN1C(=N)N[C@](C)(c2sc(-c3cccc(-c4ncco4)c3)cc2Cl)CS1(=O)=O	8.3279
CN1C(=N)N[C@](C)(c2sc(-c3cccc(-c4ncco4)c3)cc2F)CS1(=O)=O	8.0605
CN1C(=N)N[C@](C)(c2sc(-c3cccc(-c4ncno4)c3)cc2F)CS1(=O)=O	9.0605
CN1C(=N)N[C@](C)(c2sc(-c3cccc(-c4ncon4)c3)cc2Cl)CS1(=O)=O	8.4815
CN1C(=N)N[C@](C)(c2sc(-c3cccc(-c4ncon4)c3)cc2F)CS1(=O)=O	8.4089
CN1C(=N)N[C@](C)(c2sc(-c3cccc(-c4nnc(C5CC5)o4)c3)cc2Cl)CS1(=O)=O	6.6925
CN1C(=N)N[C@](C)(c2sc(-c3cccc(-c4nnc(C5CC5)o4)c3)cc2F)CS1(=O)=O	6.752
CN1C(=N)N[C@](C)(c2sc(-c3cccc(-c4nnco4)c3)cc2Cl)CS1(=O)=O	8.7959
CN1C(=N)N[C@](C)(c2sc(-c3cccc(-c4nnco4)c3)cc2F)CS1(=O)=O	8.7696
CN1C(=N)N[C@](C)(c2sc(-c3cccc(-c4nnco4)c3F)cc2Cl)CS1(=O)=O	7.2168
CN1C(=N)N[C@](C)(c2sc(-c3cccc(-c4nnco4)c3F)cc2F)CS1(=O)=O	5.9397
CN1C(=N)N[C@](C)(c2sc(-c3cccc(-c4noc(C5CC5)n4)c3)cc2Cl)CS1(=O)=O	6.5735
CN1C(=N)N[C@](C)(c2sc(-c3cccc(-c4noc(C5CC5)n4)c3)cc2F)CS1(=O)=O	6.4908
CN1C(=N)N[C@](C)(c2sc(-c3cccc(-n4cccn4)c3)cc2Cl)CS1(=O)=O	7.2441
CN1C(=N)N[C@](C)(c2sc(-c3cccc(-n4ccnc4)n3)cc2Cl)CS1(=O)=O	6.3675
CN1C(=N)N[C@](C)(c2sc(-c3cccc(-n4nccn4)c3)cc2Cl)CS1(=O)=O	7.5186
CN1C(=N)N[C@](C)(c2sc(-c3cccc(N4CCS(=O)(=O)CC4)c3)cc2Cl)CS1(=O)=O	6.1593
CN1C(=N)N[C@](C)(c2sc(-c3ccnc(-c4ccccc4)c3)cc2F)CS1(=O)=O	6.8794
CN1C(=N)N[C@](C)(c2sc(-c3ccnc(-c4cccnc4)c3)cc2F)CS1(=O)=O	6.7011
CN1C(=N)N[C@](C)(c2sc(-c3ccnc(-c4ccncc4)c3)cc2F)CS1(=O)=O	6.4711
CN1C(=N)N[C@](C)(c2sc(-c3ccnc(-c4cncnc4)c3)cc2F)CS1(=O)=O	5.9024
CN1C(=N)N[C@](C)(c2sc(-c3ccnc(-c4cnco4)c3)cc2F)CS1(=O)=O	7.6289
CN1C(=N)N[C@](C)(c2sc(-c3ccnc(-c4nc(C5CC5)no4)c3)cc2Cl)CS1(=O)=O	6.8962
CN1C(=N)N[C@](C)(c2sc(-c3ccnc(-c4nc(C5CC5)no4)c3)cc2F)CS1(=O)=O	6.3028
CN1C(=N)N[C@](C)(c2sc(-c3ccnc(-n4cccn4)c3)cc2F)CS1(=O)=O	6.7905
CN1C(=N)N[C@](C)(c2sc(-c3ccnc(-n4ccnc4)c3)cc2F)CS1(=O)=O	6.9508
CN1C(=N)N[C@](C)(c2sc(-c3cn(-c4ccccc4)nn3)cc2Cl)CS1(=O)=O	5.7022
CN1C(=N)N[C@](C)(c2sc(-c3cncc(-c4cnco4)c3)cc2Cl)CS1(=O)=O	7.9245
CN1C(=N)N[C@](C)(c2sc(-c3cncc(-c4cnco4)c3)cc2F)CS1(=O)=O	7.7352
CN1C(=N)N[C@](C)(c2sc(-c3cncc(-c4ncco4)c3)cc2Cl)CS1(=O)=O	8.1612
CN1C(=N)N[C@](C)(c2sc(-c3cncc(-c4ncco4)c3)cc2F)CS1(=O)=O	7.8041
CN1C(=N)N[C@](C)(c2sc(-c3cncc(-c4nnc(C5CC5)o4)c3)cc2Cl)CS1(=O)=O	6.247
CN1C(=N)N[C@](C)(c2sc(-c3cncc(-c4nnco4)c3)cc2F)CS1(=O)=O	8.2784
CN1C(=N)N[C@](C)(c2sc(-c3cnn(-c4ccccc4)c3)cc2Cl)CS1(=O)=O	6.5768
CN1C(=N)N[C@](C)(c2sc(-c3ncc(-c4ccccc4)[nH]3)cc2Cl)CS1(=O)=O	6.9508
CN1C(=N)N[C@](C)(c2sc(-c3nnc(-c4cc5ccccn5n4)o3)cc2Cl)CS1(=O)=O	6.585
CN1C(=N)N[C@](C)(c2sc(-c3nnc(-c4ccc(-c5ccon5)cc4)o3)cc2Cl)CS1(=O)=O	6.9646
CN1C(=N)N[C@](C)(c2sc(-c3nnc(-c4ccc(-c5noc(C(F)(F)F)n5)cc4)o3)cc2Cl)CS1(=O)=O	6.5885
CN1C(=N)N[C@](C)(c2sc(-c3nnc(-c4ccc(-n5cccn5)cc4)o3)cc2Cl)CS1(=O)=O	6.8088
CN1C(=N)N[C@](C)(c2sc(-c3nnc(-c4ccc(-n5cnnn5)cc4)o3)cc2Cl)CS1(=O)=O	6.7459
CN1C(=N)N[C@](C)(c2sc(-c3nnc(-c4ccc(C#N)cc4)o3)cc2Cl)CS1(=O)=O	7.4612
CN1C(=N)N[C@](C)(c2sc(-c3nnc(-c4ccc(C(F)(F)F)c(F)c4)o3)cc2Cl)CS1(=O)=O	6.8072
CN1C(=N)N[C@](C)(c2sc(-c3nnc(-c4ccc(C(F)(F)F)cc4)o3)cc2Cl)CS1(=O)=O	7.2297
CN1C(=N)N[C@](C)(c2sc(-c3nnc(-c4ccc(C(F)(F)F)cn4)o3)cc2Cl)CS1(=O)=O	6.7838
CN1C(=N)N[C@](C)(c2sc(-c3nnc(-c4ccc(C5(C#N)COC5)cc4)o3)cc2Cl)CS1(=O)=O	5.8661
CN1C(=N)N[C@](C)(c2sc(-c3nnc(-c4ccc(C5CCC(F)(F)C5)cc4)o3)cc2Cl)CS1(=O)=O	5.9531
CN1C(=N)N[C@](C)(c2sc(-c3nnc(-c4ccc(Cl)cc4)o3)cc2Cl)CS1(=O)=O	7.5403
CN1C(=N)N[C@](C)(c2sc(-c3nnc(-c4ccc(Cl)cc4)o3)cc2F)CS1(=O)=O	7.4955
CN1C(=N)N[C@](C)(c2sc(-c3nnc(-c4ccc(Cl)cc4F)o3)cc2Cl)CS1(=O)=O	7.2949
CN1C(=N)N[C@](C)(c2sc(-c3nnc(-c4ccc(F)c(F)c4)o3)cc2Cl)CS1(=O)=O	6.9292
CN1C(=N)N[C@](C)(c2sc(-c3nnc(-c4ccc(F)cc4)o3)cc2Cl)CS1(=O)=O	7.0874
CN1C(=N)N[C@](C)(c2sc(-c3nnc(-c4ccc(N5CCCC5=O)cc4)o3)cc2Cl)CS1(=O)=O	5.9889
CN1C(=N)N[C@](C)(c2sc(-c3nnc(-c4ccc(N5CCCCC5)cc4)o3)cc2Cl)CS1(=O)=O	5.2707
CN1C(=N)N[C@](C)(c2sc(-c3nnc(-c4ccc(OC(F)(F)F)cc4)o3)cc2Cl)CS1(=O)=O	7.2519
CN1C(=N)N[C@](C)(c2sc(-c3nnc(-c4ccc(OC(F)F)cc4)o3)cc2Cl)CS1(=O)=O	7.287
CN1C(=N)N[C@](C)(c2sc(-c3nnc(-c4ccc(OCc5ccccc5)cc4)o3)cc2Cl)CS1(=O)=O	6.6442
CN1C(=N)N[C@](C)(c2sc(-c3nnc(-c4ccc5[nH]cnc5c4)o3)cc2Cl)CS1(=O)=O	6.0158
CN1C(=N)N[C@](C)(c2sc(-c3nnc(-c4ccc5c(c4)C(=O)CC5)o3)cc2Cl)CS1(=O)=O	6.052
CN1C(=N)N[C@](C)(c2sc(-c3nnc(-c4ccc5scnc5c4)o3)cc2Cl)CS1(=O)=O	6.7678
